StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,InformedConsent,Instruct2_1,Instruct8_1,cards_con_cause_1,cards_con_conf_1,cards_dis_cause_1,cards_dis_conf_1,casino_con_cause_1,casino_con_conf_1,casino_dis_cause_1,casino_dis_conf_1,chores_con_cause_1,chores_con_conf_1,chores_dis_cause_1,chores_dis_conf_1,ducks_con_cause_1,ducks_con_conf_1,ducks_dis_cause_1,ducks_dis_conf_1,fruit_con_cause_1,fruit_con_conf_1,fruit_dis_cause_1,fruit_dis_conf_1,wheels_con_cause_1,wheels_con_conf_1,wheels_dis_cause_1,wheels_dis_conf_1,Age,Sex,AttnCheck,PROLIFIC_PID,STUDY_ID,SESSION_ID,cards_probC,cards_probA,casino_probC,casino_probA,chores_probC,chores_probA,ducks_probC,ducks_probA,fruit_probC,fruit_probA,wheels_probC,wheels_probA
6/29/21 22:08,6/29/21 22:22,IP Address,,100,805,TRUE,6/29/21 22:22,R_2zNrnvpd96uiSkP,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,0.501,0.73,,,,,0.486,0.53,,,0.338,0.544,0.627,0.596,,,,,0.506,0.728,,,1,1,39,Female,Yes.,565a4547c51d43000587507d,60db29b0e5ef0adece0474e6,60dbee4a66f95e36bd82e0b0,2,1,2,1,9,5,2,9,4,6,1,10
6/29/21 22:18,6/29/21 22:22,IP Address,,100,245,TRUE,6/29/21 22:22,R_3QLxR95HDh3Z5Ov,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,0.504,1,,,,,1,1,,,0.497,1,,,1,1,0.503,1,,,0.508,1,,,26,Female,Yes.,5ba831a5168e5e0001e48ef3,60db29b0e5ef0adece0474e6,60dbf0806a75635904bfb317,2,5,10,10,9,10,8,4,8,1,1,1
6/29/21 22:18,6/29/21 22:22,IP Address,,100,221,TRUE,6/29/21 22:22,R_79iW74ehAmDveFj,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,0.811,0.952,,,0.585,1,,,0.561,0.868,,,1,1,,,0.573,0.859,,,0.568,1,26,Other,Yes.,5783d604900cc80001d2d767,60db29b0e5ef0adece0474e6,60dbf097acf1b295948512bc,2,5,5,8,2,1,4,10,2,7,9,8
6/29/21 22:15,6/29/21 22:23,IP Address,,100,479,TRUE,6/29/21 22:23,R_1kFESJtzz6TqNY1,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,1,1,,,0.913,1,,,0.994,0.964,,,0.864,0.918,,,0.826,1,,,0.887,1,35,Female,Yes.,60bb087bbc2d24bae705d681,60db29b0e5ef0adece0474e6,60dbefd199140cd3abe6a874,10,6,9,4,3,7,7,9,7,3,3,3
6/29/21 22:20,6/29/21 22:23,IP Address,,100,165,TRUE,6/29/21 22:23,R_STMawgH5gLBmDaF,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,0,1,,,,,1,1,,,1,1,,,0.53,1,0.53,1,,,0.542,1,,,28,Female,Yes.,606c0035183b762e4919471b,60db29b0e5ef0adece0474e6,60dbf121d0984321d6f02c7d,9,3,5,6,4,4,9,2,8,1,8,7
6/29/21 22:15,6/29/21 22:23,IP Address,,100,464,TRUE,6/29/21 22:23,R_xaxJISkWCVYIQVj,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,0.721,0.596,0.92,0.868,,,,,0.777,0.859,,,0.934,0.875,,,0.649,0.786,0.856,0.837,,,51,Female,Yes.,5d9f0981b22ffb00118e84cd,60db29b0e5ef0adece0474e6,60dbefec8f48ee45a739618f,9,9,4,10,8,6,5,9,5,8,10,7
6/29/21 22:20,6/29/21 22:24,IP Address,,100,217,TRUE,6/29/21 22:24,R_1LLPjnCIJ5xBFOB,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,1,1,,,1,1,1,1,,,0.89,0.841,,,1,1,,,,,1,1,21,Male,Yes.,5f9b014daee4da2af5391e54,60db29b0e5ef0adece0474e6,60dbf0f4f3a3b5722a9a9087,1,8,8,10,1,9,8,2,8,9,1,3
6/29/21 22:20,6/29/21 22:25,IP Address,,100,303,TRUE,6/29/21 22:25,R_qwKMbDnRcRvZ7uF,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,0.603,0.896,,,0.79,0.941,,,0.641,0.844,,,0.756,0.872,0.383,0.889,,,0.173,0.793,,,28,Female,Yes.,59417543c768a500011c9731,60db29b0e5ef0adece0474e6,60dbf0f29f8ba3d5b19f3858,2,6,10,5,9,7,4,4,8,7,9,10
6/29/21 22:22,6/29/21 22:25,IP Address,,100,233,TRUE,6/29/21 22:25,R_21vWieyYaInHwtW,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,0.762,0.81,,,,,0.999,0.997,,,0.758,0.446,,,0.999,0.976,0.704,0.814,,,0.763,0.831,,,47,Male,Yes.,60c0946916811f49f1ce85b6,60db29b0e5ef0adece0474e6,60dbf15cdf7ba416481e2043,3,7,5,8,3,3,1,10,6,3,3,8
6/29/21 22:20,6/29/21 22:26,IP Address,,100,389,TRUE,6/29/21 22:26,R_7VZjxAxQUfecHSh,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,0.561,0.664,,,0.422,0.398,,,0.446,0.635,,,,,0.558,0.655,,,0.927,0.926,0.72,0.662,,,54,Female,Yes.,5ad004effb109b0001a30ddd,60db29b0e5ef0adece0474e6,60dbf0fa11cc68185cacf005,6,9,3,1,3,6,10,4,6,1,7,9
6/29/21 22:17,6/29/21 22:26,IP Address,,100,584,TRUE,6/29/21 22:26,R_1hFk4wJrK7QjAGH,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,0.51,0.51,,,0.51,0.51,,,,,0.272,0.563,,,0.47,0.49,,,0.51,0.51,0.496,0.503,,,60,Female,Yes.,5dd61a909ca8a35c14d8d610,60db29b0e5ef0adece0474e6,60dbf01ee671e855ae5dec30,2,5,8,2,3,8,9,3,6,1,1,6
6/29/21 22:20,6/29/21 22:26,IP Address,,100,391,TRUE,6/29/21 22:26,R_2wFQI2CCm3j0LLM,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,0.987,0.958,,,0.993,0.972,,,,,1,0.879,,,0.968,0.958,0,0.851,,,1,0.979,,,63,Female,Yes.,5bcded8f2d94a8000133e068,60db29b0e5ef0adece0474e6,60dbf0fc733c3283b1271f37,3,4,3,4,3,8,1,7,9,4,2,6
6/29/21 22:07,6/29/21 22:27,IP Address,,100,1161,TRUE,6/29/21 22:27,R_1QfT9wUgQEPhtvO,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,1,1,,,1,1,,,1,1,,,,,1,1,1,1,,,,,1,1,40,Male,Yes.,60ad7329e6351cb092b64a1a,60db29b0e5ef0adece0474e6,60dbed4064c5fe0112b35b61,9,9,10,3,7,2,7,4,7,4,7,1
6/29/21 22:20,6/29/21 22:27,IP Address,,100,411,TRUE,6/29/21 22:27,R_1IWZgLtspiHbMUU,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,0.769,0.673,,,,,0.675,0.31,0.737,0.827,,,0.854,0.766,,,0.285,0.338,,,,,0.687,0.752,40,Female,Yes.,5b6a87d2cda8590001db8e07,60db29b0e5ef0adece0474e6,60dbf10e3b28bd41ecdc89df,9,4,7,1,7,7,10,2,3,7,4,6
6/29/21 22:19,6/29/21 22:27,IP Address,,100,486,TRUE,6/29/21 22:27,R_QbMNXdF6vR7Ri5b,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,0.139,0.882,,,0.645,1,,,0.841,0.992,0.863,0.803,,,,,0,1,0.725,0.604,,,26,Male,Yes.,5c1b06d9a329230001ecc39c,60db29b0e5ef0adece0474e6,60dbf0c941517abb1ddd062d,5,9,5,8,8,1,2,5,7,8,6,7
6/29/21 22:23,6/29/21 22:28,IP Address,,100,267,TRUE,6/29/21 22:28,R_1diAj6GzvzyMSm3,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,0.993,0.996,,,,,1,1,0.908,0.934,,,,,0.663,0.763,,,0.858,0.921,,,0.676,0.841,65,Male,Yes.,5c19a630257db80001a2b3a8,60db29b0e5ef0adece0474e6,60dbf1d2f4f969e33e415057,8,1,10,7,8,5,6,6,10,10,5,1
6/29/21 22:25,6/29/21 22:28,IP Address,,100,186,TRUE,6/29/21 22:28,R_2D1fWMccjZgvfJz,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,1,1,,,,,1,1,,,1,1,,,1,1,0,1,,,,,1,1,43,Female,Yes.,5ccb3b17bd4aa50017096291,60db29b0e5ef0adece0474e6,60dbf23e376c06da1d08b75e,4,4,10,8,6,6,1,7,2,9,5,2
6/29/21 22:26,6/29/21 22:29,IP Address,,100,226,TRUE,6/29/21 22:29,R_12DpjEYoQS4pEwY,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,0.347,0.409,,,0.413,0.329,,,0.619,0.642,,,0.719,0.356,,,0.707,0.407,0.69,0.374,,,23,Female,Yes.,5d96eeed1998fb00177f6b71,60db29b0e5ef0adece0474e6,60dbf257fbc91199a360441e,10,2,8,7,9,4,7,6,8,4,3,5
6/29/21 22:24,6/29/21 22:30,IP Address,,100,367,TRUE,6/29/21 22:30,R_1pXqjQBDktKnBuO,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,0.713,0.938,0.83,0.987,,,0.727,1,,,,,1,1,0.675,1,,,0.801,0.959,,,48,Male,Yes.,5d93bb61ff8ff0001928ef24,60db29b0e5ef0adece0474e6,60dbf1d84174f312779c57e0,10,10,3,2,10,9,4,6,2,6,6,1
6/29/21 22:27,6/29/21 22:30,IP Address,,100,178,TRUE,6/29/21 22:30,R_2ePPYLvx76Uuyqt,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,1,1,,,,,1,1,0.51,0.51,,,,,1,0.992,,,0.997,1,,,1,1,31,Male,Yes.,5f4eb642ce413e0ecc88e227,60db29b0e5ef0adece0474e6,60dbf2aaea2c3215ae34319a,6,10,7,1,6,2,6,2,5,8,9,1
6/29/21 22:21,6/29/21 22:30,IP Address,,100,537,TRUE,6/29/21 22:30,R_pPJYZgJF0f5SuA1,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,0.504,0.937,,,,,1,1,,,1,1,0.479,0.854,,,0.504,0.893,,,0.493,0.731,,,35,Female,Yes.,60b8242021561f7827855c02,60db29b0e5ef0adece0474e6,60dbf152d7382ab4a4d85df7,7,1,3,5,7,6,5,1,5,5,4,6
6/29/21 22:15,6/29/21 22:31,IP Address,,100,942,TRUE,6/29/21 22:31,R_21AoUIslEE1x3w0,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,0.496,1,0.796,0.909,,,,,0.208,0.408,0.38,0.558,,,1,1,,,,,0.686,0.793,31,Male,"No, I had trouble paying attention.",60be819306ca5bce293cc76a,60db29b0e5ef0adece0474e6,60dbef10b57167788a892102,6,8,6,9,5,1,7,10,9,3,4,3
6/29/21 22:24,6/29/21 22:31,IP Address,,100,385,TRUE,6/29/21 22:31,R_3nwKUCcYLP0Yaul,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,0.5,0.607,0.5,0.668,,,0.5,0.638,,,0.5,0.77,,,,,0.5,0.652,0.513,0.723,,,51,Male,Yes.,5fc07d1d954a2251529dcfd6,60db29b0e5ef0adece0474e6,60dbf2146ee03cca375f8876,7,8,10,6,1,8,4,2,10,9,5,9
6/29/21 22:23,6/29/21 22:31,IP Address,,100,483,TRUE,6/29/21 22:31,R_0vJVS7W3ErcZ0uR,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,0.5,1,,,,,0.518,1,0.513,1,,,0.499,1,,,,,0.505,1,,,0.525,0.991,19,Female,Yes.,6080956cb039d0b097c4c595,60db29b0e5ef0adece0474e6,60dbf1c3b57167788a89210d,6,1,6,8,7,9,7,2,10,3,6,7
6/29/21 22:23,6/29/21 22:31,IP Address,,100,507,TRUE,6/29/21 22:31,R_rejJtOxFDC7m10J,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,0.886,0.986,,,1,1,,,0.938,0.948,,,,,0.852,0.873,0.962,0.975,,,,,0.985,1,31,Male,Yes.,60bbee2996c5b4eb96222d22,60db29b0e5ef0adece0474e6,60dbf1ab40b1c0645c44436c,2,3,4,10,2,5,8,6,2,2,4,4
6/29/21 22:26,6/29/21 22:31,IP Address,,100,330,TRUE,6/29/21 22:31,R_2eX1chanG9RNSJE,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,0.493,1,,,0.585,1,,,0.579,1,,,,,0.538,1,0.556,1,,,0.596,1,,,41,Female,Yes.,5e2ac2aa0038f21089a533a4,60db29b0e5ef0adece0474e6,60dbf25eddeb488b47f07703,2,4,8,5,4,2,7,10,6,2,3,7
6/29/21 22:18,6/29/21 22:32,IP Address,,100,822,TRUE,6/29/21 22:32,R_3lPu4BweyocJpHG,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,0.51,0.51,,,0.51,0.52,,,0.51,0.524,,,,,0.492,0.906,0.51,0.51,,,0.932,0.954,,,53,Female,Yes.,5c753cfc25c76b00017068ab,60db29b0e5ef0adece0474e6,60dbf06fff4881674d87c1c7,9,6,1,1,10,7,7,6,6,5,2,9
6/29/21 22:27,6/29/21 22:32,IP Address,,100,263,TRUE,6/29/21 22:32,R_1C8aeyMuZztYH1u,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,0.861,0.846,,,1,1,1,1,,,1,1,,,,,0.568,0.794,1,0.979,,,23,Female,Yes.,5c11f8202b16ba0001c8b764,60db29b0e5ef0adece0474e6,60dbf2967bed75f3cafa42f3,1,4,5,7,1,1,5,10,2,5,3,7
6/29/21 22:22,6/29/21 22:32,IP Address,,100,609,TRUE,6/29/21 22:32,R_3mmoqEJGC4WSugZ,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,0.51,1,,,0.51,1,,,0.51,1,,,,,0.51,1,,,0.51,1,,,0.51,1,59,Male,Yes.,5d34de398f657e00150dd0d5,60db29b0e5ef0adece0474e6,60dbf1846c66656b46c875b0,1,2,4,6,8,7,8,6,2,6,6,4
6/29/21 22:24,6/29/21 22:33,IP Address,,100,527,TRUE,6/29/21 22:33,R_3R9HNMWKRUmCAGM,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,0.77,0.834,0.492,0.842,,,0.507,0.921,,,,,0.79,0.841,,,1,1,,,0.732,0.814,33,Male,Yes.,5801cfc607d709000141b5be,60db29b0e5ef0adece0474e6,60dbf1eab29c21060f678ed8,6,9,9,2,6,7,10,5,1,10,2,8
6/29/21 22:25,6/29/21 22:33,IP Address,,100,473,TRUE,6/29/21 22:33,R_31sEa1OzDSgKSYu,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,0.186,0.21,,,0.5,0.096,,,0.22,0.217,,,0.242,0.251,,,0.19,0.204,,,,,0.237,0.256,62,Male,Yes.,60daa04078dbac52c1547920,60db29b0e5ef0adece0474e6,60dbf225db02dfec8d6f8159,6,8,10,4,4,2,9,1,10,9,3,4
6/29/21 22:25,6/29/21 22:33,IP Address,,100,449,TRUE,6/29/21 22:33,R_1NQl6fbLNuSCbJL,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,1,1,,,1,1,1,1,,,,,1,1,1,1,,,,,1,1,42,Female,Yes.,5f481a825080c619ea3709b0,60db29b0e5ef0adece0474e6,60dbf24897482ed484af53e9,6,3,4,7,9,10,4,10,8,2,8,1
6/29/21 22:24,6/29/21 22:33,IP Address,,100,543,TRUE,6/29/21 22:33,R_3mfPcSXF5zxY9PR,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,1,1,,,1,0.5,,,1,1,,,1,0.515,,,1,0.5,,,1,1,58,Female,Yes.,5dec01e809c107301c5e307f,60db29b0e5ef0adece0474e6,60dbf1f1e33bc19049b9f099,1,4,9,7,8,4,7,3,5,1,1,4
6/29/21 22:30,6/29/21 22:33,IP Address,,100,229,TRUE,6/29/21 22:33,R_yW3VeDJUQh0ckzD,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,0.865,0.75,,,,,0.563,0.739,,,0.907,0.898,,,0.603,0.819,0.612,0.829,,,0.826,0.883,,,29,Female,Yes.,5edd13e3858a15a07241964b,60db29b0e5ef0adece0474e6,60dbf346e271bafb5db214ff,4,3,7,3,7,6,1,1,6,6,8,5
6/29/21 22:28,6/29/21 22:33,IP Address,,100,313,TRUE,6/29/21 22:33,R_dcerHqxEe7N6mvn,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,0.804,1,,,,,0.611,0.894,0.89,1,,,,,0.792,0.866,0.683,1,,,0.931,1,,,31,Male,Yes.,5f6f738fef894f0dbf9839f8,60db29b0e5ef0adece0474e6,60dbf1bfbb8a205ba48cad45,4,2,7,1,3,10,5,9,7,2,9,3
6/29/21 22:23,6/29/21 22:33,IP Address,,100,642,TRUE,6/29/21 22:33,R_2wynO9MGK1BOWc1,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,1,1,1,1,,,,,1,1,1,1,,,1,1,,,1,1,,,27,Male,Yes.,60a667bdf227da506ac5efee,60db29b0e5ef0adece0474e6,60dbf1a6776d4c3bb8087820,6,2,5,2,8,6,2,4,6,5,1,9
6/29/21 22:29,6/29/21 22:34,IP Address,,100,286,TRUE,6/29/21 22:34,R_qyEHk4SjFVOPXqh,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,0.815,0.827,1,1,,,0.877,0.872,,,,,0.731,0.752,,,0.763,0.78,1,1,,,32,Male,Yes.,5fc5c6e3dfa8ca1557012d44,60db29b0e5ef0adece0474e6,60dbf317944132fb768f0147,1,5,7,9,2,10,7,3,1,1,5,6
6/29/21 22:22,6/29/21 22:34,IP Address,,100,676,TRUE,6/29/21 22:34,R_4SYKqyxoZZj4KVX,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,0.821,0.861,,,0.78,0.828,,,0.763,0.738,0.894,0.924,,,,,0.785,0.777,0.917,0.935,,,42,Male,Yes.,5e3579c4c55e4550d3d4b52c,60db29b0e5ef0adece0474e6,60dbf176239a0eedb0930b7d,7,7,9,10,4,2,3,2,6,4,1,5
6/29/21 22:23,6/29/21 22:35,IP Address,,100,697,TRUE,6/29/21 22:35,R_2zIwDGN5W9o6sbP,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,1,1,0.735,0.935,,,1,1,,,0.752,0.906,,,0.565,0.894,,,0.723,0.919,,,27,Female,Yes.,5cab944b41de360017e2c3db,60db29b0e5ef0adece0474e6,60dbf1b7776d4c3bb8087822,7,1,1,5,4,1,4,1,3,1,7,1
6/29/21 22:31,6/29/21 22:36,IP Address,,100,311,TRUE,6/29/21 22:36,R_25L8nMwflXxccJt,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,0.506,1,,,0.507,1,,,0.51,1,,,,,0.501,1,1,1,,,0.504,1,,,38,Female,Yes.,60c146c9e1f6e39e397afa26,60db29b0e5ef0adece0474e6,60dbf28a5fb784e8f1d3f8ca,6,3,5,4,4,6,5,1,8,10,7,1
6/29/21 22:30,6/29/21 22:36,IP Address,,100,337,TRUE,6/29/21 22:36,R_pnJ5pZ3szNaTgzL,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,0.606,0.627,,,,,0.718,0.723,0.355,0.414,,,,,0.42,0.646,,,0.407,0.644,,,0.694,0.782,38,Male,Yes.,60ace055f538d1b854ad45c3,60db29b0e5ef0adece0474e6,60dbf3661ebfc6beafd72b49,6,6,3,3,7,6,2,9,7,8,4,1
6/29/21 22:31,6/29/21 22:36,IP Address,,100,313,TRUE,6/29/21 22:36,R_z884HBKQdsKZru9,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,1,1,,,,,0.887,0.832,,,1,1,0.834,0.73,,,,,1,1,0.628,0.62,,,23,Female,Yes.,5df39c6805620526e328a329,60db29b0e5ef0adece0474e6,60dbf388dc20474d8bcbaeec,5,9,2,9,1,7,6,6,1,3,2,9
6/29/21 22:30,6/29/21 22:36,IP Address,,100,358,TRUE,6/29/21 22:36,R_3DtMyyvMTo9LDGU,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,0.225,0.528,,,0.248,0.79,,,0.776,0.768,,,0.425,0.577,0.656,0.924,,,1,0.8,,,25,Female,Yes.,5c86bd933ef1d100014f46a2,60db29b0e5ef0adece0474e6,60dbf37bc9302b16fc2c49be,1,3,4,3,7,7,1,9,9,7,8,8
6/29/21 22:29,6/29/21 22:36,IP Address,,100,447,TRUE,6/29/21 22:36,R_2UbFCXWyGyalxJt,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,0.816,0.957,,,,,0.8,1,,,1,0.294,0.757,1,,,0.749,0.574,,,,,0.946,1,58,Male,Yes.,5e4a0a67110b3747ea173d60,60db29b0e5ef0adece0474e6,60dbf324e271bafb5db214fe,6,7,7,4,1,8,5,6,3,1,8,1
6/29/21 22:27,6/29/21 22:37,IP Address,,100,598,TRUE,6/29/21 22:37,R_2D7Cg2t4mJAct7Q,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,1,1,,,1,1,,,0.939,0.993,,,1,1,1,1,,,1,1,,,21,Male,Yes.,60bf82f7114903ac88c3667e,60db29b0e5ef0adece0474e6,60dbf275ff4881674d87c1cb,1,3,4,6,1,7,7,5,4,8,8,5
6/29/21 22:30,6/29/21 22:37,IP Address,,100,369,TRUE,6/29/21 22:37,R_1pDznWO7H27JLPS,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,0.504,1,,,,,1,1,0.499,1,,,,,1,1,,,1,1,,,1,1,31,Female,Yes.,608c8a30f56774708f1481d1,60db29b0e5ef0adece0474e6,60dbf37aed7f78b3c35270f0,2,2,10,9,5,8,6,5,6,8,6,4
6/29/21 22:30,6/29/21 22:37,IP Address,,100,372,TRUE,6/29/21 22:37,R_3IWmWl8vj3WCYG5,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,0.141,0.789,,,0,1,,,0,1,,,0,1,,,0,1,,,0.697,0.304,31,Male,Yes.,60c6d354074c09827bfbb022,60db29b0e5ef0adece0474e6,60dbf379e271bafb5db21502,1,3,1,8,4,5,5,5,9,5,6,6
6/29/21 22:31,6/29/21 22:37,IP Address,,100,382,TRUE,6/29/21 22:37,R_tMnDczqoO2o9MC5,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,0.513,1,,,0,1,0.499,1,,,,,0.497,1,,,1,1,,,0.315,0.5,24,Male,Yes.,5dbf7e6f5b87704112c41466,60db29b0e5ef0adece0474e6,60dbf391a4da79a953260378,6,2,10,8,2,5,9,10,8,2,5,10
6/29/21 22:33,6/29/21 22:38,IP Address,,100,308,TRUE,6/29/21 22:38,R_3pKy24annbLeDTz,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,1,1,,,1,1,0.487,1,,,0.5,1,,,0.5,1,,,0.477,1,,,51,Female,Yes.,5d1cc8c3baf85a0001fcd973,60db29b0e5ef0adece0474e6,60dbf4127daa152257dad1e2,1,10,8,1,7,9,1,2,1,8,1,4
6/29/21 22:34,6/29/21 22:39,IP Address,,100,255,TRUE,6/29/21 22:39,R_1JWbwh50ZSq7Di9,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,1,1,,,,,1,1,1,1,,,1,1,,,1,1,,,1,1,,,24,Female,Yes.,5f068c1a0370401f6236812e,60db29b0e5ef0adece0474e6,60dbf4624694065babb7cb1b,5,2,9,3,5,6,2,8,8,2,1,3
6/29/21 22:31,6/29/21 22:40,IP Address,,100,517,TRUE,6/29/21 22:40,R_uaominF3UD6z51T,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,0.125,0.921,0.489,0.904,,,,,0.023,0.914,,,0.756,0.968,0.51,0.972,,,,,0.889,0.889,41,Male,Yes.,559b1e92fdf99b426abb6227,60db29b0e5ef0adece0474e6,60dbf3a1413054779856c760,8,10,6,8,10,2,2,9,1,1,4,9
6/29/21 22:36,6/29/21 22:40,IP Address,,100,225,TRUE,6/29/21 22:40,R_4Uiw1IUlIYDsaE9,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,1,1,,,0.593,1,,,0.756,0.962,,,0.676,0.746,,,0.762,1,,,0.642,0.803,,,30,Male,Yes.,603862f99e00971c55fe0874,60db29b0e5ef0adece0474e6,60dbf4ceac870b7389c4d3e8,4,10,6,6,4,9,7,8,5,10,7,2
6/29/21 22:34,6/29/21 22:40,IP Address,,100,347,TRUE,6/29/21 22:40,R_1lgbj4eVjOPsMl5,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,1,0.892,0.635,0.127,,,0.654,0.355,,,,,0.751,0.313,,,0.462,0.193,0.748,0.828,,,37,Male,Yes.,60c12fe6ca8c4aa6d0185190,60db29b0e5ef0adece0474e6,60dbf4604cbc1e8b91ecff4c,2,2,7,10,1,4,8,8,5,3,3,8
6/29/21 22:36,6/29/21 22:41,IP Address,,100,312,TRUE,6/29/21 22:41,R_2SCAJd1YBP7D3KB,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,0.787,0.68,0.527,0.78,,,0.842,0.909,,,0.627,0.57,,,0.5,0.892,,,,,0.611,0.734,19,Female,Yes.,60218e476e5dd51a640a61bc,60db29b0e5ef0adece0474e6,60dbf4bbd2a6c7347da90087,3,2,6,8,9,3,4,5,6,3,2,1
6/29/21 22:26,6/29/21 22:42,IP Address,,100,945,TRUE,6/29/21 22:42,R_21BXP6dWmgUIS3y,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,0.859,0.645,,,0.498,1,,,,,1,1,,,1,1,0.77,0.986,,,0.5,1,,,19,Male,Yes.,5f63a1e5192b540bf182227d,60db29b0e5ef0adece0474e6,60dbf18006cfdcf511427834,2,2,8,4,2,3,1,6,4,3,3,4
6/29/21 22:34,6/29/21 22:43,IP Address,,100,526,TRUE,6/29/21 22:43,R_WjLfxzdMjxRYKI1,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,0.335,0.737,,,0.928,1,,,,,0.056,0.785,,,0.913,1,,,0.977,1,0.001,0.854,,,56,Male,Yes.,5ca73ac06fa13f00189cbe17,60db29b0e5ef0adece0474e6,60dbf4261d5eac8589973c7b,9,4,9,7,5,10,10,2,5,8,1,3
6/29/21 22:35,6/29/21 22:43,IP Address,,100,468,TRUE,6/29/21 22:43,R_1rfuP88aeCR6OMc,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,0.79,0.572,,,,,0.655,0.596,,,0.535,0.465,,,0.656,0.239,,,0.461,0.237,,,0.577,0.227,56,Female,Yes.,5e72e0d8adc903240ac70891,60db29b0e5ef0adece0474e6,60dbf46097482ed484af53ed,6,5,8,8,5,3,8,9,4,2,9,3
6/29/21 22:41,6/29/21 22:43,IP Address,,100,147,TRUE,6/29/21 22:43,R_3CZQUIMMV4feXrq,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,0.756,1,0.807,1,,,0.77,1,,,0.875,1,,,,,0.859,1,0.792,1,,,33,Male,Yes.,60712d937752fb8780e89951,60db29b0e5ef0adece0474e6,60dbf5dccd445938fd84db51,8,3,8,9,4,8,5,6,1,4,2,10
6/29/21 22:39,6/29/21 22:44,IP Address,,100,270,TRUE,6/29/21 22:44,R_qPyEKiVYTcU5uGR,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,0.604,0.811,,,1,1,,,,,1,1,1,1,,,,,0.719,0.723,0.186,0.855,,,23,Female,Yes.,5ec885ed5583f336538f0a23,60db29b0e5ef0adece0474e6,60dbf57ff208e0ddc595a3ce,10,8,8,3,8,3,9,4,4,6,5,3
